,plant_id,name_e,family,genus,species,eatr,medr,care,eat,med,others,name_k
0,0,calendula,Asteraceae|Compositae,Calendula,officinalis,3,10,FullyHardy|MoistSoil|Semi|Fullsun,Colouring|Tea,Antiphlogistic|Antiseptic|Antispasmodic|Aperient|Astringent|Cholagogue|Diaphoretic|Emmenagogue|Homeopathy|Skin|Stimulant|Vulnerary|Warts,Compost|Cosmetic|Dye|Essential|Repellent,금잔화
1,1,German Camomile,Asteraceae|Compositae,Matricaria,recutita,1,10,FullyHardy|Welldrainedsoil|MoistSoil|Fullsun,Condiment|Tea,Anodyne|Antiinflammatory|Antiseptic|Antispasmodic|Carminative|Cholagogue|Diaphoretic|Homeopathy|Nervine|Stomachic|Tonic|Vasodilator,Dye|Essential|Hair|Repellent|Strewing,캐모마일
2,2,Fenugreek,Fabaceae|Leguminosae,Trigonella,foenum-graecum,4,10,FullyHardy|Welldrainedsoil|MoistSoil|Fullsun,Coffee|Condiment|Tea,Anticholesterolemic|Antiinflammatory|Antiphlogistic|Antitumor|Appetizer|Cardiotonic|Carminative|Demulcent|Deobstruent|Diuretic|Emollient|Expectorant|Febrifuge|Galactogogue|Hypoglycaemic|Hypotensive|Laxative|Parasiticide|Restorative,Cosmetic|Dye|Essential|Hair|Parasiticide,호로파
3,3,Garlic,Alliaceae,Allium,sativum,5,10,FrostHardy|Welldrainedsoil|MoistSoil|Fullsun,,Anthelmintic|Antiasthmatic|Anticholesterolemic|Antiseptic|Antispasmodic|Cancer|Cholagogue|Diaphoretic|Diuretic|Dysentery|Expectorant|Febrifuge|Hypoglycaemic|Stimulant|Stings|Stomachic|Tonic|Vasodilator,Adhesive|Fungicide|Repellent,마늘
4,4,Aloe Vera,Aloeaceae,Aloe,vera,1,10,FrostHardy|Welldrainedsoil|MoistSoil|Fullsun,,Cancer|Emmenagogue|Emollient|Laxative|Miscellany|Purgative|Skin|Stimulant|Stomachic|Tonic|Vermifuge|Vulnerary,Cosmetic|Miscellany|Pollution,알로에
5,5,Marsh Mallow,Malvaceae,Althaea,officinalis,5,10,FullyHardy|Welldrainedsoil|MoistSoil|Fullsun,Egg|Oil|Tea,Antidiarrhoeal|Antitussive|Demulcent|Diuretic|Emollient|Laxative|Odontalgic|Urinary,Adhesive|Fibre|Oil|Teeth,마시멜로
6,6,Dang Gui,Apiaceae|Umbelliferae,Angelica,sinensis,0,10,FullyHardy|MoistSoil|Semi|Fullsun,,Alterative|Analgesic|Anticholesterolemic|Antiinflammatory|Antispasmodic|Cholera|Deobstruent|Emollient|Hepatic|Laxative|Malaria|Sedative|Vasodilator,,당귀
7,7,Gotu Kola,Apiaceae|Umbelliferae,Centella,asiatica,2,10,FrostHardy|MoistSoil|WetSoil|Semi|Fullsun,,Adaptogen|Anticonvulsant|Antidiarrhoeal|Antiinflammatory|Antipanic|Antirheumatic|Cardiac|Depurative|Diuretic|Febrifuge|Hypotensive|Leprosy|Malaria|Nervine|Sedative|Skin|Tonic,Cosmetic,병풀
8,8,Chamomile,Asteraceae|Compositae,Chamaemelum,nobile,2,10,FullyHardy|Welldrainedsoil|MoistSoil|Semi|Fullsun,Condiment|Tea,Anodyne|Antianxiety|Antiinflammatory|Antispasmodic|Aromatherapy|Nervine|Stomachic|Tonic|Vasodilator,Companion|Compost|Dye|Essential|Fungicide|Hair|Repellent|Strewing,로만캐모마일
9,9,Cone Flower,Asteraceae|Compositae,Echinacea,pallida,0,10,FullyHardy|MoistSoil|Fullsun,,Adaptogen|Alterative|Antiseptic|Appetizer|Depurative|Diaphoretic|Digestive|Sialagogue|Urinary,,팔리다
10,10,Echinacea,Asteraceae|Compositae,Echinacea,angustifolia,0,10,FullyHardy|Welldrainedsoil|MoistSoil|Fullsun,,Adaptogen|Alterative|Antiseptic|Depurative|Diaphoretic|Digestive|Sialagogue|Stings|Urinary,,콘플라워
11,11,Lemon Balm,Lamiaceae|Labiatae,Melissa,officinalis,3,10,FullyHardy|Welldrainedsoil|MoistSoil|Semi|Fullsun,Condiment|Tea,Antianxiety|Antibacterial|Antidepressant|Antiemetic|Antispasmodic|Antiviral|Aromatherapy|Carminative|Diaphoretic|Digestive|Emmenagogue|Febrifuge|Sedative|Tonic,Essential|Repellent,레몬밤
12,12,White Peppermint,Lamiaceae|Labiatae,Mentha,x,3,10,FullyHardy|MoistSoil|Semi|Fullsun,Condiment|Tea,Anodyne|Antiseptic|Antispasmodic|Aromatherapy|Carminative|Cholagogue|Diaphoretic|Refrigerant|Stomachic|Tonic|Vasodilator,Essential|Repellent|Strewing,화이트 페퍼민트
13,13,Black Peppermint,Lamiaceae|Labiatae,Mentha,piperita,4,10,FullyHardy|MoistSoil|Semi|Fullsun,Condiment|Tea,Abortifacient|Anodyne|Antiseptic|Antispasmodic|Aromatherapy|Carminative|Cholagogue|Diaphoretic|Refrigerant|Stomachic|Tonic|Vasodilator,Essential|Repellent|Strewing,블랙 페퍼민트
14,14,Ginseng,Araliaceae,Panax,ginseng,2,10,FullyHardy|MoistSoil|Fullshade|Semi,Tea,Adaptogen|Antianxiety|Anticholesterolemic|Appetizer|Emetic|Expectorant|Hypoglycaemic|Nervine|Tonic,,인삼
15,15,Stinging Nettle,Urticaceae,Urtica,dioica,5,10,FullyHardy|MoistSoil|Semi|Fullsun,Colouring|Drink|Oil,Antiasthmatic|Antidandruff|Antirheumatic|Antiseborrheic|Astringent|Diuretic|Eczema|Galactogogue|Haemostatic|Hypoglycaemic|Stings|Tonic|Urinary,Biomass|Compost|Dye|Fibre|Hair|Oil|Repellent|Waterproofing,쐐기풀
16,16,Feverfew,Asteraceae|Compositae,Tanacetum,parthenium,2,10,FullyHardy|Welldrainedsoil|MoistSoil|Fullsun,Condiment|Tea,Antiecchymotic|Antiinflammatory|Antirheumatic|Antispasmodic|Aperient|Bitter|Carminative|Emmenagogue|Sedative|Stimulant|Stings|Stomachic|Vasodilator|Vermifuge,Essential|Repellent,화란국화
17,17,Sage,Lamiaceae|Labiatae,Salvia,officinalis,4,10,FullyHardy|Welldrainedsoil|MoistSoil|Fullsun,Condiment|Tea,Antidiarrhoeal|Antihydrotic|Antiseptic|Antispasmodic|Appetizer|Aromatherapy|Astringent|Carminative|Cholagogue|Galactofuge|Stimulant|Tonic|Vasodilator,Compost|Essential|Repellent|Strewing|Teeth,세이지
18,18,Ground Nut,Fabaceae|Leguminosae,Apios,americana,5,2,FullyHardy|MoistSoil|Semi|Fullsun,,,Companion|Latex,아피오스
19,19,Chinese Yam,Dioscoreaceae,Dioscorea,batatas,5,10,FullyHardy|MoistSoil|Semi|Fullsun,,Anthelmintic|Antidote|Contraceptive|Digestive|Miscellany,Miscellany,참마
20,20,Pleurisy Root,Asclepiadaceae,Asclepias,tuberosa,3,6,FullyHardy|Welldrainedsoil|MoistSoil|Semi|Fullsun,Oil|Sweetener,Antispasmodic|Carminative|Cathartic|Diaphoretic|Diuretic|Dysentery|Expectorant|Poultice|Tonic|Vasodilator,Fibre|Latex|Oil|Pollution|Stuffing,투베로사
21,21,Common Day Lily,Hemerocallidaceae,Hemerocallis,fulva,5,4,FullyHardy|Welldrainedsoil|MoistSoil|Semi|Fullsun,,Anodyne|Anthelmintic|Antidote|Antiemetic|Antispasmodic|Cancer|Depurative|Diuretic|Febrifuge|Laxative|Sedative,Weaving,원추리
22,22,Dumortier's daylily,Hemerocallidaceae,Hemerocallis,dumortieri,4,2,FullyHardy|Welldrainedsoil|MoistSoil|Semi|Fullsun,,Antidote|Diuretic,Weaving,각시원추리
23,23,Musk Mallow,Malvaceae,Malva,moschata,5,4,FullyHardy|MoistSoil|Semi|Fullsun,,Antiphlogistic|Astringent|Demulcent|Diuretic|Emollient|Expectorant|Laxative|Poultice|Salve|Urinary,Dye|Fibre,머스크말로우
24,24,Iron Cross Plant,Oxalidaceae,Oxalis,deppei,4,0,FrostHardy|MoistSoil|Fullsun,,,,아이언크로스
25,25,Sweet Violet,Violaceae,Viola,odorata,5,6,FullyHardy|MoistSoil|Semi|Fullsun,Condiment|Tea,Antiinflammatory|Antirheumatic|Cancer|Demulcent|Diaphoretic|Diuretic|Emetic|Emollient|Expectorant|Homeopathy|Laxative|Purgative|Urinary,Essential|Litmus,향기제비꽃
26,26,Onion,Alliaceae,Allium,cepa,5,6,FullyHardy|MoistSoil|Fullsun,,Anthelmintic|Antiinflammatory|Antiseptic|Antispasmodic|Appetizer|Carminative|Diuretic|Expectorant|Febrifuge|Homeopathy|Hypoglycaemic|Hypotensive|Lithontripic|Skin|Stings|Stomachic|Tonic,Cosmetic|Dye|Hair|Polish|Repellent|Rust,양파
27,27,Daffodil Garlic,Alliaceae,Allium,neapolitanum,5,4,FrostHardy|Welldrainedsoil|MoistSoil|Fullsun,,,Repellent,코와니
28,28,Broccoli,Brassicaceae|Cruciferae,Brassica,oleraceaitalica,5,0,FullyHardy|MoistSoil|Semi|Fullsun,,,Companion,브로콜리
29,29,Carrot,Apiaceae|Umbelliferae,Daucus,carotasativus,5,6,FullyHardy|MoistSoil|Fullsun,Coffee|Colouring|Condiment,Anthelmintic|Carminative|Deobstruent|Diuretic|Galactogogue|Ophthalmic|Stimulant,Alcohol|Dye|Essential,당근
30,30,Fennel,Apiaceae|Umbelliferae,Foeniculum,vulgare,5,6,FullyHardy|Welldrainedsoil|MoistSoil|Fullsun,Condiment|Drink|Oil|Tea,Analgesic|Antiinflammatory|Antispasmodic|Aromatherapy|Aromatic|Carminative|Diuretic|Emmenagogue|Expectorant|Galactogogue|Hallucinogenic|Stimulant|Stomachic|Urinary,Dye|Essential|Oil|Repellent|Strewing,회향
31,31,Strawberry,Rosaceae,Fragaria,ananassa,5,0,FullyHardy|MoistSoil|Semi|Fullsun,,,,딸기
32,32,Sunflower,Asteraceae|Compositae,Helianthus,annuus,5,4,FullyHardy|Welldrainedsoil|MoistSoil|Semi|Fullsun,Coffee|Oil,Antipsoriatic|Antirheumatic|Diuretic|Expectorant|Febrifuge|Malaria|Stomachic,Dye|Fibre|Fuel|Herbicide|Kindling|Microscope|Oil|Paper,해바라기
33,33,Sweet Potato,Convolvulaceae,Ipomoea,batatas,5,0,HalfHardy|MoistSoil|Fullsun,,,Biomass|Fuel,고구마
34,34,Lentil,Fabaceae|Leguminosae,Lens,culinaris,5,2,Welldrainedsoil|MoistSoil|Fullsun,,Laxative|Poultice,Fuel,렌틸콩
35,35,Vervain mallow,Malvaceae,Malva,alcea,5,2,FullyHardy|MoistSoil|Semi|Fullsun,Oil|Oil,Demulcent|Mouthwash,Dye|Fibre|Oil|Oil,말바아세아
36,36,Maca,Brassicaceae|Cruciferae,Lepidium,meyenii,5,6,MoistSoil|Semi|Fullsun,,Adaptogen|Aphrodisiac|Cancer|Infertility|Nutritive|Tonic,,마카
37,37,Oca,Oxalidaceae,Oxalis,tuberosa,5,0,FullyHardy|MoistSoil|Fullsun,,,,오카
38,38,Breadroot,Fabaceae|Leguminosae,Psoralea,esculenta,5,2,FullyHardy|Welldrainedsoil|MoistSoil|Fullsun,Oil,Pectoral|Poultice|Stomachic,Oil,프레리순무
39,39,Arctic Bramble,Rosaceae,Rubus,arcticus,5,0,FullyHardy|MoistSoil|Fullsun,Tea,,Dye,두메딸기
40,40,Nepalese Raspberry,Rosaceae,Rubus,nepalensis,5,0,FrostHardy|MoistSoil|Semi|Fullsun,,,Dye,네팔 라즈베리
41,41,Sorrel,Polygonaceae,Rumex,acetosa,5,6,FullyHardy|MoistSoil|Semi|Fullsun,,Anthelmintic|Antiscorbutic|Astringent|Depurative|Diuretic|Febrifuge|Homeopathy|Laxative|Refrigerant|Stomachic,Cleanser|Dye|Polish,수영
42,42,Tomato,Solanaceae,Solanum,lycopersicum,5,6,Tender|MoistSoil|Fullsun,Drink|Oil,Antirheumatic|Leprosy|Odontalgic|Skin,Companion|Cosmetic|Insecticide|Oil|Repellent|Teeth,토마토
43,43,Small Reed Mace,Typhaceae,Typha,angustifolia,5,6,FullyHardy|WetSoil|WaterPlants|Fullsun,Oil,Anticoagulant|Diuretic|Emmenagogue|Haemostatic|Lithontripic|Miscellany,Biomass|Insulation|Miscellany|Oil|Paper|Stuffing|Thatching|Tinder|Weaving,에기부들
44,44,Chinese Mallow,Malvaceae,Malva,verticillata,5,4,FullyHardy|MoistSoil|Semi|Fullsun,,Demulcent|Digestive|Diuretic|Emollient|Galactogogue|Laxative,Dye,아욱
45,45,Rose Root,Crassulaceae,Rhodiola,rosea,2,6,FullyHardy|Welldrainedsoil|MoistSoil|Fullsun,,Adaptogen|Antidepressant|Stomachic|TB,Essential,홍경천
46,46,Sweet Flag,Araceae,Acorus,calamus,3,8,FullyHardy|WetSoil|WaterPlants|Fullsun,Condiment,Abortifacient|Anodyne|Antirheumatic|Aphrodisiac|Aromatic|Carminative|Diaphoretic|Emmenagogue|Epilepsy|Febrifuge|Hallucinogenic|Homeopathy|Odontalgic|Sedative|Stimulant|Stomachic|Tonic|Vermifuge,Basketry|Incense|Insecticide|Repellent|Strewing|Thatching|Weaving,창포
47,47,Mexican Chia,Lamiaceae|Labiatae,Salvia,hispanica,3,0,HalfHardy|Welldrainedsoil|MoistSoil|Fullsun,Drink,,,치아(치아씨드)
48,48,Yarrow,Asteraceae|Compositae,Achillea,millefolium,3,8,FullyHardy|Welldrainedsoil|MoistSoil|Semi|Fullsun,Condiment|Tea,Antidiarrhoeal|Antiinflammatory|Antiseptic|Antispasmodic|Appetizer|Aromatic|Astringent|Carminative|Cholagogue|Diaphoretic|Digestive|Emmenagogue|Odontalgic|Stimulant|Tonic|Vasodilator|Vulnerary,Companion|Compost|Cosmetic|Dye|Essential|Hair|Repellent,서양톱풀
49,49,Dandelion,Asteraceae|Compositae,Taraxacum,officinale,4,6,FullyHardy|MoistSoil|Semi|Fullsun,Coffee|Tea,Aperient|Cholagogue|Depurative|Diuretic|Eczema|Hepatic|Hypoglycaemic|Laxative|Miscellany|Stomachic|Tonic|Urinary|Warts,Compost|Cosmetic|Dye|Latex|Miscellany,민들레
50,50,Milk Thistle,Asteraceae|Compositae,Silybum,marianum,3,10,FullyHardy|Welldrainedsoil|MoistSoil|Fullsun,Coffee|Oil|Oil,Astringent|Bitter|Cholagogue|Diaphoretic|Diuretic|Emetic|Emmenagogue|Hepatic|Homeopathy|Stimulant|Stomachic|Tonic,Oil|Oil,흰무늬엉겅퀴
51,51,Ashwagandha,Solanaceae,Withania,somnifera,1,8,HalfHardy|MoistSoil|Fullsun,,Abortifacient|Adaptogen|Antibiotic|Aphrodisiac|Astringent|Deobstruent|Diuretic|Narcotic|Sedative|Tonic,Repellent|Soap,아쉬와간다
52,52,Turnip,Brassicaceae|Cruciferae,Brassica,rapa,3,4,FullyHardy|MoistSoil|Semi|Fullsun,,Cancer|Poultice,Fodder|Insecticide,순무
53,53,Echinacea,Asteraceae|Compositae,Echinacea,purpurea,1,10,FullyHardy|Welldrainedsoil|MoistSoil|Fullsun,,Adaptogen|Alterative|Antiseptic|Aphrodisiac|Depurative|Digestive|Sialagogue|Urinary,,자주루드베키아
54,54,Alpine Lady's Mantle,Rosaceae,Alchemilla,alpina,2,6,FullyHardy|Welldrainedsoil|MoistSoil|Semi|Fullsun,Tea,Alterative|Antirheumatic|Astringent|Diuretic|Emmenagogue|Febrifuge|Sedative|Styptic|Tonic|Vulnerary,,레이디스맨틀
55,55,Green Chireta,Acanthaceae,Andrographis,paniculata,1,8,Tender|MoistSoil|Fullshade|Semi|Fullsun,,Alterative|Analgesic|Anthelmintic|Antibacterial|Antidiarrhoeal|Antihaemorrhoidal|Antiinflammatory|Antipyretic|Antirheumatic|Bitter|Cholera|Diuretic|Dysentery|Febrifuge|Hypoglycaemic|Hypotensive|Malaria|Mouthwash|Poultice|Skin|Stings|Stomachic|Tonic|Vermifuge,Insecticide,천심련
56,56,Greater Celandine,Papaveraceae,Chelidonium,majus,1,6,FullyHardy|MoistSoil|Fullshade|Semi|Fullsun,Oil,Acrid|Alterative|Anodyne|Antispasmodic|Cancer|Cholagogue|Diaphoretic|Diuretic|Hydrogogue|Narcotic|Ophthalmic|Purgative|Stomachic|Warts,Oil,애기똥풀
57,57,Gloriosa Lily,Colchicaceae,Gloriosa,superba,0,8,HalfHardy|MoistSoil|Semi|Fullsun,,Abortifacient|Alterative|Anthelmintic|Antiarthritic|Antiasthmatic|Antihaemorrhoidal|Antiinflammatory|Antiperiodic|Antirheumatic|Cancer|Cholagogue|Decongestant|Eczema|Emetic|Leprosy|Malaria|Odontalgic|Parasiticide|Purgative|Skin|Tonic,Parasiticide,글로리오사수퍼바
58,58,Goosegrass,Rubiaceae,Galium,aparine,2,6,FullyHardy|Welldrainedsoil|MoistSoil|Fullshade|Semi|Fullsun,Coffee|Tea,Alterative|Antiphlogistic|Aperient|Astringent|Cancer|Depurative|Diaphoretic|Diuretic|Eczema|Febrifuge|Homeopathy|Skin|Tonic|Vulnerary,Cleanser|Dye|Filter|Tinder,갈퀴덩쿨
59,59,Gan Cao,Fabaceae|Leguminosae,Glycyrrhiza,uralensis,3,8,FullyHardy|MoistSoil|Semi|Fullsun,Sweetener,Antiphlogistic|Antispasmodic|Antitussive|Cholagogue|Emollient|Expectorant,Insulation,감초
60,60,Chinese Peony,Paeoniaceae,Paeonia,lactiflora,1,6,FullyHardy|Welldrainedsoil|MoistSoil|Semi|Fullsun,,Alterative|Analgesic|Anodyne|Antibacterial|Antiinflammatory|Antiseptic|Antispasmodic|Astringent|Carminative|Diuretic|Emmenagogue|Expectorant|Febrifuge|Hypotensive|Nervine|Tonic,,적작약
61,61,Self-Heal,Lamiaceae|Labiatae,Prunella,vulgaris,2,6,FullyHardy|MoistSoil|Semi|Fullsun,Drink,Alterative|Antibacterial|Antibiotic|Antidiarrhoeal|Antipyretic|Antiseptic|Antispasmodic|Astringent|Carminative|Diuretic|Febrifuge|Hypotensive|Stomachic|Styptic|Tonic|Vermifuge|Vulnerary,Dye,꿀풀
62,62,Curled Dock,Polygonaceae,Rumex,crispus,2,6,FullyHardy|MoistSoil|Semi|Fullsun,Coffee,Alterative|Antiscorbutic|Astringent|Cancer|Cholagogue|Depurative|Homeopathy|Laxative|Poultice|Salve|Tonic,Compost|Dye,소리쟁이
63,63,Welsh Onion,Alliaceae,Allium,fistulosum,5,4,FullyHardy|MoistSoil|Fullsun,,Antibacterial|Antifungal|Antipyretic|Diuretic|Expectorant|Stomachic,Repellent,파
64,64,Korean Mint,Lamiaceae|Labiatae,Agastache,rugosa,4,6,FrostHardy|Welldrainedsoil|MoistSoil|Fullsun,Condiment|Tea,Antibacterial|Antifungal|Antipyretic|Aromatic|Cancer|Carminative|Diaphoretic|Febrifuge|Refrigerant|Stomachic,,배초향
65,65,Grass-leaved Sweet Rush,Araceae,Acorus,gramineus,3,6,FullyHardy|MoistSoil|WetSoil|WaterPlants|Fullsun,Condiment,Anodyne|Antibacterial|Antifungal|Antiperiodic|Antirheumatic|Antispasmodic|Aromatic|Cardiac|Carminative|Diaphoretic|Diuretic|Emmenagogue|Epilepsy|Expectorant|Febrifuge|Parasiticide|Sedative|Stimulant|Stomachic|Tonic|Vermifuge,Essential|Insecticide|Parasiticide|Repellent,석창포
66,66,Cornflower,Asteraceae|Compositae,Centaurea,cyanus,2,4,Welldrainedsoil|MoistSoil|Fullsun,Colouring,Antifungal|Antipruritic|Antirheumatic|Antitussive|Astringent|Diuretic|Emmenagogue|Laxative|Ophthalmic|Purgative|Tonic,Dye|Hair|Ink,수레국화
67,67,Chrysanthemum,Asteraceae|Compositae,Dendranthema,grandiflorum,2,6,FullyHardy|MoistSoil|Fullsun,Tea,Antibacterial|Antifungal|Carminative|Depurative|Diaphoretic|Febrifuge|Ophthalmic|Refrigerant|Sedative,Pollution,국화
68,68,Java Tea,Lamiaceae,Orthosiphon,aristatus,0,8,Tender|MoistSoil|Fullshade|Semi|Fullsun,,Antibacterial|Antibiotic|Antifungal|Antiinflammatory|Antirheumatic|Diuretic|Emetic|Hypoglycaemic|Kidney,Essential,고양이수염
69,69,Radish,Brassicaceae|Cruciferae,Raphanus,sativus,4,6,FullyHardy|MoistSoil|Semi|Fullsun,Oil|Oil,Anthelmintic|Antibacterial|Antifungal|Antiscorbutic|Antispasmodic|Appetizer|Astringent|Cancer|Carminative|Cholagogue|Digestive|Diuretic|Expectorant|Laxative|Poultice|Stomachic,Fodder|Oil|Oil|Repellent,무
70,70,White Mustard,Brassicaceae|Cruciferae,Sinapis,alba,3,6,FullyHardy|MoistSoil|Semi|Fullsun,Condiment|Oil,Antibacterial|Antifungal|Antirheumatic|Appetizer|Carminative|Cathartic|Diaphoretic|Digestive|Diuretic|Emetic|Expectorant|Rubefacient|Stimulant|Vesicant,Oil,백겨자
71,71,Snake Root,Aristolochiaceae,Asarum,canadense,3,6,FullyHardy|MoistSoil|Fullshade|Semi,Condiment,Anthelmintic|Antiasthmatic|Antibiotic|Antitumor|Carminative|Contraceptive|Diaphoretic|Diuretic|Expectorant|Irritant|Poultice|Salve|Stimulant|Stomachic|Tonic,Incense,아사럼
72,72,Persian Onion,Alliaceae,Allium,aflatunense,2,4,FrostHardy|MoistSoil|Fullsun,,Antibiotic,Repellent,아플래툰엔시
73,73,Asparagus,Asparagaceae,Asparagus,officinalis,4,6,FullyHardy|MoistSoil|Semi|Fullsun,Coffee,Antibiotic|Antispasmodic|Aperient|Cancer|Cardiac|Demulcent|Diaphoretic|Diuretic|Laxative|Sedative|Tonic|Urinary,Insecticide,아스파라거스
74,74,Brown Mustard,Brassicaceae|Cruciferae,Brassica,juncea,4,4,FullyHardy|MoistSoil|Semi|Fullsun,Condiment|Oil,Anodyne|Antibiotic|Aperient|Diuretic|Emetic|Galactogogue|Rubefacient|Stimulant,Oil|Repellent,갓
75,75,Sundew,Droseraceae,Drosera,rotundifolia,1,6,FullyHardy|MoistSoil|WetSoil|Fullsun,,Antibacterial|Antibiotic|Antispasmodic|Demulcent|Expectorant|Homeopathy|Hypoglycaemic|Warts,Fungicide,끈끈이주걱
