,plant_id,name_e,family,genus,species,eatr,medr,care,eat,med,others,name_k
151,151,Melilot,Fabaceae|Leguminosae,Melilotus,officinalis,2,6,Welldrainedsoil|MoistSoil|Fullsun,Condiment,Antispasmodic|Aromatic|Carminative|Diuretic|Emollient|Expectorant|Ophthalmic|Vulnerary,Repellent,옐로우스위트클로버
152,152,Sweet Cicely,Apiaceae|Umbelliferae,Myrrhis,odorata,4,6,FullyHardy|MoistSoil|Semi|Fullsun,Tea,Antiseptic|Aromatic|Carminative|Expectorant|Stomachic,Polish,시슬리
153,153,Bush Basil,Lamiaceae|Labiatae,Ocimum,minimum,4,6,Tender|MoistSoil|Fullsun,Condiment|Drink|Tea,Antispasmodic|Aromatic|Carminative|Galactogogue|Ophthalmic|Stomachic|Warts,Essential|Repellent,부쉬바질
154,154,Rosemary,Lamiaceae|Labiatae,Rosmarinus,officinalis,3,6,FullyHardy|Welldrainedsoil|MoistSoil|Fullsun,Condiment|Tea,Antiseptic|Antispasmodic|Appetizer|Aromatherapy|Aromatic|Astringent|Cardiac|Carminative|Cholagogue|Diaphoretic|Emmenagogue|Nervine|Ophthalmic|Stimulant|Stomachic|Tonic,Dye|Essential|Hair|Hedge|Hedge|Incense|Repellent,로즈마리
155,155,Summer Savory,Lamiaceae,Satureja,hortensis,3,4,FullyHardy|Welldrainedsoil|MoistSoil|Fullsun,Condiment|Tea,Antirheumatic|Antiseptic|Aromatic|Carminative|Digestive|Expectorant|Stings|Stomachic,Essential|Repellent,세이보리
156,156,Goldenrod,Asteraceae|Compositae,Solidago,virgaurea,1,6,FullyHardy|Welldrainedsoil|MoistSoil|Semi|Fullsun,Tea,Anthelmintic|Anticoagulant|Antifungal|Antiinflammatory|Antirheumatic|Antiseptic|Aromatic|Astringent|Carminative|Diaphoretic|Diuretic|Febrifuge|Hypoglycaemic|Stimulant|TB|Urinary,Dye,울릉미역취
157,157,African Marigold,Asteraceae|Compositae,Tagetes,erecta,3,6,FullyHardy|Welldrainedsoil|MoistSoil|Fullsun,Colouring|Condiment,Anthelmintic|Aromatic|Carminative|Digestive|Diuretic|Dysentery|Eczema|Emmenagogue|Laxative|Ophthalmic|Sedative|Skin|Stomachic,Companion|Dye|Insecticide|Repellent,메리골드
158,158,Muster-John-Henry,Asteraceae|Compositae,Tagetes,minuta,2,4,HalfHardy|Welldrainedsoil|MoistSoil|Fullsun,Condiment,Anthelmintic|Antispasmodic|Aromatic|Diaphoretic|Digestive|Diuretic|Purgative|Stomachic,Companion|Dye|Essential|Herbicide|Insecticide|Repellent,청하향초
159,159,French Marigold,Asteraceae|Compositae,Tagetes,patula,2,4,FullyHardy|Welldrainedsoil|MoistSoil|Fullsun,Colouring|Condiment|Drink,Aromatic|Digestive|Diuretic|Dysentery|Sedative,Companion|Dye|Essential|Insecticide|Repellent,만수국
160,160,Ajowan caraway,Apiaceae|Umbelliferae,Trachyspermum,ammi,2,6,MoistSoil|Fullsun,Condiment,Antiseptic|Antispasmodic|Aromatic|Bitter|Cholera|Diaphoretic|Digestive|Diuretic|Expectorant|Tonic,Essential,아지바인
161,161,Ginger: Common,Zingiberaceae,Zingiber,officinale,4,10,HalfHardy|MoistSoil|Semi|Fullsun,Condiment|Drink|Oil|Tea,Antibilious|Antirheumatic|Antitussive|Aromatic|Diaphoretic|Digestive|Expectorant|Stimulant,Cosmetic|Essential|Oil,생강
162,162,White Melilot,Fabaceae|Leguminosae,Melilotus,albus,2,4,Welldrainedsoil|MoistSoil|Fullsun,Condiment|Oil,Anticoagulant|Aromatic|Carminative|Emollient|Poultice,Oil|Repellent,흰전동싸리
163,163,Summer Savory,Lamiaceae,Satureja,hortensis,3,4,FullyHardy|Welldrainedsoil|MoistSoil|Fullsun,Condiment|Tea,Antirheumatic|Antiseptic|Aromatic|Carminative|Digestive|Expectorant|Stings|Stomachic,Essential|Repellent,세이보리
164,164,Sea Holly,Apiaceae|Umbelliferae,Eryngium,maritimum,3,6,FullyHardy|Welldrainedsoil|MoistSoil|Fullsun,,Aphrodisiac|Aromatic|Diaphoretic|Diuretic|Expectorant|Stimulant|Tonic,,에린기움
165,165,Goldencup St. Johnswort,Hypericaceae,Hypericum,patulum,0,2,FullyHardy|MoistSoil|Semi|Fullsun,,Aromatic|Stimulant,Hedge|Hedge|Wood,망종화(금사매)
166,166,Common Blue Wood Aster,Asteraceae|Compositae,Aster,cordifolius,2,2,FullyHardy|MoistSoil|Fullsun,,Antirheumatic|Aromatic|Nervine,,아스터코르디폴리우스
167,167,Large-Flowered Calamint,Lamiaceae|Labiatae,Calamintha,grandiflora,2,4,FullyHardy|Welldrainedsoil|MoistSoil|Semi|Fullsun,Condiment|Tea,Aromatic|Diaphoretic|Expectorant,,큰꽃개박하
168,168,Calamint,Lamiaceae|Labiatae,Calamintha,sylvatica,3,4,FullyHardy|Welldrainedsoil|MoistSoil|Semi|Fullsun,Condiment|Tea,Aromatic|Diaphoretic|Expectorant|Stomachic,,레서바질
169,169,Bearberry,Ericaceae,Arctostaphylos,uva-ursi,3,8,FullyHardy|MoistSoil|Fullshade|Semi|Fullsun,Tea,Antiseptic|Astringent|Diuretic|Hypnotic|Kidney|Lithontripic|Poultice|Skin|Tonic|Urinary,Beads|Dye|Pioneer|Tannin|Waterproofing,곰들쭉
170,170,Lettuce,Asteraceae|Compositae,Lactuca,sativa,3,6,FullyHardy|MoistSoil|Semi|Fullsun,Oil,Anaphrodisiac|Anodyne|Antispasmodic|Carminative|Diuretic|Emollient|Expectorant|Febrifuge|Galactogogue|Hypnotic|Hypoglycaemic|Narcotic|Parasiticide|Parasiticide|Sedative,Hair|Oil|Parasiticide|Parasiticide,상추
171,171,Chinese Motherwort,Lamiaceae|Labiatae,Leonurus,sibiricus,2,6,FullyHardy|MoistSoil|Semi|Fullsun,,Antibacterial|Antispasmodic|Astringent|Cardiac|Depurative|Diaphoretic|Diuretic|Eczema|Emmenagogue|Hypnotic|Nervine|Oxytoxic|Stimulant|Stomachic|Tonic,Essential,익모초
172,172,Bogbean,Menyanthaceae,Menyanthes,trifoliata,2,6,FullyHardy|WetSoil|WaterPlants|Fullsun,Condiment,Antiinflammatory|Appetizer|Astringent|Carminative|Cathartic|Deobstruent|Digestive|Diuretic|Dysentery|Emetic|Emmenagogue|Febrifuge|Hypnotic|Stomachic|Tonic,,조름나물
173,173,Rauwolfia,Apocynaceae,Rauvolfia,serpentina,0,8,Tender|MoistSoil|Semi|Fullsun,,Antidote|Hypnotic|Hypotensive|Ophthalmic|Sedative|Skin,,인도사목
174,174,Bog Bilberry,Ericaceae,Vaccinium,uliginosum,3,2,FullyHardy|MoistSoil|WetSoil|Semi|Fullsun,Tea,Antidiarrhoeal|Antiseptic|Astringent|Carminative|Hypnotic|Hypoglycaemic,,들쭉나무
175,175,Golden Alexanders,Apiaceae|Umbelliferae,Zizia,aurea,2,2,FullyHardy|MoistSoil|Fullsun,,Febrifuge|Hypnotic|Vulnerary,,지지아아우레아
176,176,Valerian,Valerianaceae,Valeriana,officinalis,2,6,FullyHardy|MoistSoil|Fullsun,Condiment|Tea,Anticonvulsant|Antispasmodic|Carminative|Diuretic|Eczema|Hypnotic|Nervine|Sedative|Stimulant,Compost|Essential|Repellent,설령쥐오줌풀
177,177,Large-Flowered Calamint,Lamiaceae|Labiatae,Calamintha,grandiflora,2,4,FullyHardy|Welldrainedsoil|MoistSoil|Semi|Fullsun,Condiment|Tea,Aromatic|Diaphoretic|Expectorant,,큰꽃개박하
178,178,Pheasant's Eye,Ranunculaceae,Adonis,aestivalis,0,2,FullyHardy|MoistSoil|Semi|Fullsun,,Cardiotonic|Diuretic|Laxative|Lithontripic,,붉은복수초
179,179,Nodding Onion,Alliaceae,Allium,cernuum,5,4,FullyHardy|MoistSoil|Fullsun,,Lithontripic|Poultice,Repellent,끄덕임양파
180,180,Globe Artichoke,Asteraceae|Compositae,Cynara,scolymus,3,10,FullyHardy|MoistSoil|Fullsun,,Anticholesterolemic|Antirheumatic|Appetizer|Cholagogue|Digestive|Diuretic|Hypoglycaemic|Lithontripic,Dye,아티초크
181,181,Lady's Bedstraw,Rubiaceae,Galium,verum,3,4,FullyHardy|Welldrainedsoil|MoistSoil|Semi|Fullsun,Coffee|Colouring|Drink,Antispasmodic|Astringent|Diuretic|Epilepsy|Lithontripic|Urinary|Vulnerary,Dye|Repellent|Strewing|Stuffing,솔나물
182,182,Yellow Sorrel,Oxalidaceae,Oxalis,corniculata,2,4,FullyHardy|Welldrainedsoil|MoistSoil|Fullsun,Gum,Anthelmintic|Antiphlogistic|Antiscorbutic|Astringent|Depurative|Diuretic|Emmenagogue|Febrifuge|Lithontripic|Miscellany|Stomachic|Styptic|Urinary,Dye|Gum|Miscellany,괭이밥
183,183,Knotweed,Polygonaceae,Polygonum,aviculare,2,6,FullyHardy|MoistSoil|Semi|Fullsun,Tea,Anthelmintic|Antiphlogistic|Astringent|Cardiotonic|Cholagogue|Diuretic|Dysentery|Emetic|Emollient|Expectorant|Febrifuge|Haemostatic|Lithontripic|Purgative|TB|Vasoconstrictor|Vulnerary,Dye,마디풀
184,184,Foamflower,Saxifragaceae,Tiarella,cordifolia,0,4,FullyHardy|MoistSoil|Fullshade|Semi,,Diuretic|Hepatic|Lithontripic|Poultice|Stomachic|Tonic,,매화헐떡이풀
185,185,Stinking Cassia,Fabaceae|Leguminosae,Senna,tora,1,6,MoistSoil|Semi|Fullsun,Coffee,Anthelmintic|Anticholesterolemic|Antispasmodic|Carminative|Febrifuge|Hepatic|Leprosy|Ophthalmic|Parasiticide|Purgative,Parasiticide|Tannin,결명자
186,186,Pennycress,Brassicaceae|Cruciferae,Thlaspi,arvense,2,4,FullyHardy|MoistSoil|Fullsun,Condiment|Oil,Antibacterial|Antidote|Antiinflammatory|Antirheumatic|Diaphoretic|Diuretic|Expectorant|Febrifuge|Hepatic|Ophthalmic|Tonic,Oil,말냉이
187,187,Crested Iris,Iridaceae,Iris,cristata,1,2,MoistSoil|Semi|Fullsun,,Hepatic|Poultice,,난쟁이붓꽃
188,188,Yellow Toadflax,Scrophulariaceae,Linaria,vulgaris,1,4,FullyHardy|Welldrainedsoil|MoistSoil|Semi|Fullsun,,Antiphlogistic|Astringent|Cathartic|Detergent|Diuretic|Hepatic|Homeopathy|Ophthalmic|Purgative,Dye|Insecticide,좁은잎해란초
189,189,Eastern Valerian,Valerianaceae,Patrinia,scabiosifolia,1,6,MoistSoil|Fullsun,,Antibacterial|Anticoagulant|Antidote|Antiphlogistic|Antispasmodic|Depurative|Diuretic|Febrifuge|Haemostatic|Hepatic|Parasiticide|Resolvent,Parasiticide,마타리
190,190,Bog Wintergreen,Pyrolaceae,Pyrola,asarifolia,0,2,FullyHardy|MoistSoil|Fullshade|Semi|Fullsun,,Antirheumatic|Haemostatic|Hepatic|Ophthalmic,,분홍노루발
191,191,Mao Gen,Ranunculaceae,Ranunculus,japonicus,1,2,MoistSoil|Semi|Fullsun,,Antiperiodic|Antitumor|Decongestant|Malaria|Vermifuge,,미나리아재비
192,192,American Blue Vervain,Verbenaceae,Verbena,hastata,1,4,FullyHardy|MoistSoil|Fullsun,Tea,Antiperiodic|Diaphoretic|Emetic|Expectorant|Tonic|Vermifuge|Vulnerary,,버베나하스타타
193,193,,Asteraceae|Compositae,Gnaphalium,affine,1,4,Welldrainedsoil|MoistSoil|Semi|Fullsun,,Antiperiodic|Antitussive|Expectorant|Febrifuge,Tinder,떡쑥
194,194,Buck's-Horn Plantain,Plantaginaceae,Plantago,coronopus,3,4,FullyHardy|Welldrainedsoil|MoistSoil|Fullsun,,Antiperiodic|Laxative|Ophthalmic,,녹각질경이
195,195,,Convallariaceae,Polygonatum,humile,2,2,FullyHardy|MoistSoil|Fullshade|Semi,,Antiperiodic|Antirheumatic|Demulcent|Refrigerant|Sedative|Sialagogue|Tonic,,각시둥굴레
196,196,Solomon's Seal,Convallariaceae,Polygonatum,odoratum,2,6,FullyHardy|Welldrainedsoil|MoistSoil|Fullshade|Semi,,Antiperiodic|Antitussive|Cardiotonic|Demulcent|Diuretic|Hypoglycaemic|Miscellany|Ophthalmic|Resolvent|Sedative|Tonic,Miscellany,둥굴레
197,197,Sneeze-Wort,Asteraceae|Compositae,Achillea,ptarmica,2,2,FullyHardy|MoistSoil|Fullsun,,Antidiarrhoeal|Antiemetic|Antiflatulent|Antirheumatic|Appetizer|Cardiac|Diaphoretic|Digestive|Emmenagogue|Miscellany|Odontalgic|Sternutatory|Styptic,Essential|Hair|Miscellany|Repellent,큰톱풀
198,198,Anise Hyssop,Lamiaceae|Labiatae,Agastache,foeniculum,5,2,FrostHardy|Welldrainedsoil|MoistSoil|Fullsun,Drink|Tea,Cardiac|Diaphoretic|Pectoral|Poultice,,아니스히솝(우슬초)
199,199,Chicory,Asteraceae|Compositae,Cichorium,intybus,4,6,FullyHardy|MoistSoil|Fullsun,Coffee,Appetizer|Bach|Cardiac|Cholagogue|Depurative|Digestive|Diuretic|Hypoglycaemic|Laxative|Tonic|Warts,Biomass|Compost,치커리
200,200,Bluebeard,Convallariaceae,Clintonia,borealis,2,2,FullyHardy|MoistSoil|Fullshade|Semi,,Cardiac|Disinfectant|Poultice,Disinfectant|Repellent,나도옥잠화
201,201,Field Horsetail,Equisetaceae,Equisetum,arvense,2,6,FullyHardy|Welldrainedsoil|MoistSoil|Semi|Fullsun,,Anodyne|Antirheumatic|Antiseptic|Astringent|Cardiac|Carminative|Diaphoretic|Diuretic|Eczema|Galactogogue|Haemostatic|Homeopathy|Nervine|TB|Urinary|Vulnerary,Dye|Fungicide|Musical|Paper|Polish|Sandpaper|Scourer,쇠뜨기
202,202,Sweet Woodruff,Rubiaceae,Galium,odoratum,3,6,FullyHardy|Welldrainedsoil|MoistSoil|Fullshade|Semi,Condiment|Drink|Tea,Antispasmodic|Cardiac|Diaphoretic|Diuretic|Homeopathy|Sedative,Dye|Repellent|Strewing,선갈퀴
203,203,Tiger Lily,Liliaceae,Lilium,lancifolium,4,4,FullyHardy|MoistSoil|Semi|Fullsun,,Antiinflammatory|Cardiac|Carminative|Diuretic|Emmenagogue|Emollient|Expectorant|Ophthalmic,,참나리
204,204,Tomato,Solanaceae,Solanum,lycopersicum,5,6,Tender|MoistSoil|Fullsun,Drink|Oil,Antirheumatic|Leprosy|Odontalgic|Skin,Companion|Cosmetic|Insecticide|Oil|Repellent|Teeth,방울토마토
205,205,Che Qian Zi,Plantaginaceae,Plantago,asiatica,1,6,FullyHardy|MoistSoil|Semi|Fullsun,,Antibacterial|Antiinflammatory|Antiseptic|Antitussive|Cardiac|Diuretic|Expectorant|Haemostatic|Laxative,,질경이
206,206,Chinese Foxglove,Gesneriaceae,Rehmannia,glutinosa,1,6,HalfHardy|MoistSoil|Semi|Fullsun,,Antiseptic|Cardiac|Diuretic|Eczema|Febrifuge|Haemostatic|Hypoglycaemic|Skin|Tonic,,지황
207,207,,Convallariaceae,Rohdea,japonica,0,4,FullyHardy|MoistSoil|Semi,,Cardiac|Depurative|Diuretic|Febrifuge|Nervine|Poultice,Insecticide,만년청
208,208,Damask Rose,Rosaceae,Rosa,damascena,2,2,FullyHardy|MoistSoil|Semi|Fullsun,Condiment,Aperient|Astringent|Cancer|Cardiac|Tonic,Essential,다마스크장미
209,209,wonder violet,Violaceae,Viola,mirabilis,3,2,FullyHardy|MoistSoil|Semi|Fullsun,Tea,Cardiac,,넓은잎제비꽃
210,210,Mistletoe,Viscaceae,Viscum,album,1,6,FullyHardy|MoistSoil|Semi|Fullsun,,Antianxiety|Anticonvulsant|Antidiarrhoeal|Antispasmodic|Cardiac|Cytostatic|Diuretic|Epilepsy|Hypotensive|Narcotic|Nervine|Stimulant|Tonic|Vasodilator,,겨우살이
211,211,Leek,Alliaceae,Allium,porrum,4,4,FullyHardy|MoistSoil|Fullsun,,Anthelmintic|Antiasthmatic|Anticholesterolemic|Antiseptic|Antispasmodic|Cholagogue|Diaphoretic|Diuretic|Expectorant|Febrifuge|Stimulant|Stings|Stomachic|Tonic|Vasodilator,Repellent,리크
212,212,Yin Chen Hao,Asteraceae|Compositae,Artemisia,capillaris,1,6,FullyHardy|Welldrainedsoil|MoistSoil|Semi|Fullsun,,Antibacterial|Anticholesterolemic|Antiviral|Cholagogue|Diuretic|Febrifuge|Hepatic|Vasodilator,,사철쑥
213,213,,Onagraceae,Oenothera,odorata,1,0,FullyHardy|Welldrainedsoil|MoistSoil|Fullsun,,,,달맞이꽃
214,214,Blond Psyllium,Plantaginaceae,Plantago,ovata,2,6,Welldrainedsoil|MoistSoil|Fullsun,Stabilizer,Anticholesterolemic|Antidiarrhoeal|Demulcent|Dysentery|Laxative|Urinary,Starch,흰털질경이
215,215,Balloon Flower,Campanulaceae,Platycodon,grandiflorus,2,6,FullyHardy|MoistSoil|Semi|Fullsun,Condiment,Anthelmintic|Anticholesterolemic|Antiphlogistic|Antitussive|Astringent|Expectorant|Haemolytic|Hypoglycaemic|Sedative|Stomachic|Tonic,,도라지
216,216,Aubergine,Solanaceae,Solanum,melongena,3,4,HalfHardy|MoistSoil|Fullsun,,Anticholesterolemic|Antidote|Astringent|Narcotic|Poultice,,가지
217,217,German Garlic,Alliaceae,Allium,senescens,4,4,FullyHardy|Welldrainedsoil|MoistSoil|Fullsun,,,Repellent,두메부추
218,218,Large Campanula,Campanulaceae,Campanula,latifolia,3,2,FullyHardy|Welldrainedsoil|MoistSoil|Fullshade|Semi,,Emetic,,라티폴리아
219,219,Indian Shot,Cannaceae,Canna,indica,4,4,FrostHardy|MoistSoil|Fullsun,,Demulcent|Diaphoretic|Diuretic|VD,Dye|Fibre|Insecticide|Paper,인도칸나
220,220,Trout Lily,Liliaceae,Erythronium,americanum,4,2,FullyHardy|MoistSoil|Semi,,Antiscrophulatic|Contraceptive|Emetic|Emollient|Poultice,,노란송어릴리
221,221,Fire Lily,Liliaceae,Lilium,bulbiferum,3,0,FullyHardy|MoistSoil|Semi|Fullsun,,,,오렌지백합
222,222,Madonna Lily,Liliaceae,Lilium,candidum,3,4,FullyHardy|MoistSoil|Semi|Fullsun,,Astringent|Demulcent|Emmenagogue|Emollient|Epilepsy|Expectorant,Essential,마돈나릴리
223,223,Oriental Lily,Liliaceae,Lilium,speciosum,2,2,FullyHardy|MoistSoil|Semi|Fullsun,,,,응달나리
224,224,Tiger Flower,Iridaceae,Tigridia,pavonia,3,2,FrostHardy|Welldrainedsoil|MoistSoil|Fullsun,,Infertility,,타이거플라워
225,225,Spikenard,Valerianaceae,Nardostachys,grandiflora,1,6,MoistSoil|Semi|Fullsun,Condiment,Antispasmodic|Carminative|Deobstruent|Deodorant|Diuretic|Emmenagogue|Epilepsy|Laxative|Nervine|Sedative|Stimulant|Stomachic,Deodorant|Essential|Hair|Incense,스파이크라드
226,226,Caraway Thyme,Lamiaceae|Labiatae,Thymus,herba-barona,3,4,Welldrainedsoil|MoistSoil|Fullsun,Condiment,Antiseptic|Deodorant|Disinfectant,Deodorant|Disinfectant|Essential,카펫타임
227,227,Broad-Leaved Thyme,Lamiaceae|Labiatae,Thymus,pulegioides,2,4,FullyHardy|Welldrainedsoil|MoistSoil|Fullsun,Condiment,Antiseptic|Deodorant|Disinfectant|Expectorant,Deodorant|Disinfectant|Essential,레몬백리향
228,228,Lemon Thyme,Lamiaceae|Labiatae,Thymus,citriodorus,4,4,FullyHardy|Welldrainedsoil|MoistSoil|Fullsun,Tea,Antiseptic|Aromatherapy|Deodorant|Disinfectant,Deodorant|Disinfectant|Essential,레몬타임
229,229,Ice Plant,Aizoaceae,Mesembryanthemum,crystallinum,3,2,HalfHardy|Welldrainedsoil|MoistSoil|Fullsun,,Demulcent|Diuretic|Dysentery|Urinary,Soap,아이스플랜트
230,230,Maidenhair Vine,Polygonaceae,Muehlenbeckia,complexa,3,0,FrostHardy|MoistSoil|Semi|Fullsun,,,Hedge|Hedge,뮬렌베키아
231,231,Cabbage,Brassicaceae|Cruciferae,Brassica,oleraceacapitata,4,0,FrostHardy|MoistSoil|Semi|Fullsun,,,Dye,양배추
232,232,Chicory,Asteraceae|Compositae,Cichorium,intybus,4,6,FullyHardy|MoistSoil|Fullsun,Coffee,Appetizer|Bach|Cardiac|Cholagogue|Depurative|Digestive|Diuretic|Hypoglycaemic|Laxative|Tonic|Warts,Biomass|Compost,치커리
233,233,Cauliflower,Brassicaceae|Cruciferae,Brassica,oleraceabotrytis,4,0,FullyHardy|MoistSoil|Semi|Fullsun,,,Companion|Fungicide,콜리플라워
234,234,Cos Lettuce,Asteraceae|Compositae,Lactuca,sativalongifolia,3,6,FullyHardy|MoistSoil|Semi|Fullsun,,,,로메인상추
235,235,Spinach Beet,Chenopodiaceae,Beta,vulgariscicla,4,4,FullyHardy|MoistSoil|Fullsun,,,,적근대
236,236,Pak Choi,Brassicaceae|Cruciferae,Brassica,rapachinensis,4,2,FullyHardy|MoistSoil|Semi|Fullsun,Oil,Antirheumatic|Antiscorbutic|Resolvent,Oil,청경채
237,237,Collards,Brassicaceae|Cruciferae,Brassica,oleraceaacephala,4,0,MoistSoil|Semi|Fullsun,,,,케일
238,238,Brown Mustard,Brassicaceae|Cruciferae,Brassica,juncea,4,4,FullyHardy|MoistSoil|Semi|Fullsun,Condiment|Oil,Anodyne|Antibiotic|Aperient|Diuretic|Emetic|Galactogogue|Rubefacient|Stimulant,Oil|Repellent,적겨자
239,239,Wild Celery. Ajmod,Apiaceae|Umbelliferae,Apium,graveolens,3,6,FullyHardy|MoistSoil|Semi,Condiment,Antianxiety|Antirheumatic|Aperient|Appetizer|Carminative|Diuretic|Emmenagogue|Galactogogue|Nervine|Stimulant|Tonic,Essential,샐러리
240,240,Sweet Coltsfoot,Asteraceae|Compositae,Petasites,japonicus,3,4,FullyHardy|MoistSoil|WetSoil|Fullshade|Semi|Fullsun,,Antiasthmatic|Antispasmodic|Expectorant|Miscellany|Poultice,Miscellany,머위
241,241,,Apiaceae|Umbelliferae,Angelica,keiskei,2,0,MoistSoil|Semi|Fullsun,,,,신선초
242,242,Radish,Brassicaceae|Cruciferae,Raphanus,sativus,4,6,FullyHardy|MoistSoil|Semi|Fullsun,Oil|Oil,Anthelmintic|Antibacterial|Antifungal|Antiscorbutic|Antispasmodic|Appetizer|Astringent|Cancer|Carminative|Cholagogue|Digestive|Diuretic|Expectorant|Laxative|Poultice|Stomachic,Fodder|Oil|Oil|Repellent,레디쉬 방울무
